object_name,model,transfer_direction,fit_dataset,fit_sequences,validation_dataset,validation_sequences,target_dataset_access_during_fit,status
LORO|UZH|indoor_45_2_snapdragon|TCN|seed20260913,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_45_2_snapdragon|TCN|seed20260914,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_45_2_snapdragon|GRU|seed20260913,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_45_2_snapdragon|GRU|seed20260912,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_45_2_snapdragon|GRU|seed20260914,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_forward_10_snapdragon|TRANSFORMER|seed20260912,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_forward_10_snapdragon,NO,PASS
LORO|UZH|indoor_45_2_snapdragon|TRANSFORMER|seed20260913,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_45_2_snapdragon|TRANSFORMER|seed20260912,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_45_2_snapdragon|TRANSFORMER|seed20260914,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_2_snapdragon,NO,PASS
LORO|UZH|indoor_forward_10_snapdragon|TRANSFORMER|seed20260913,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_forward_10_snapdragon,NO,PASS
LORO|UZH|indoor_forward_10_snapdragon|TRANSFORMER|seed20260914,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_forward_10_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|TCN|seed20260912,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|TCN|seed20260913,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|TCN|seed20260914,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|GRU|seed20260912,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|GRU|seed20260914,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|GRU|seed20260913,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|TCN|seed20260912,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|TCN|seed20260913,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|TCN|seed20260914,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|GRU|seed20260912,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|GRU|seed20260913,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|GRU|seed20260914,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|TRANSFORMER|seed20260912,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|TRANSFORMER|seed20260913,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_4_snapdragon|TRANSFORMER|seed20260914,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_4_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|TCN|seed20260912,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|TCN|seed20260913,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|TCN|seed20260914,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|GRU|seed20260912,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|GRU|seed20260913,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|GRU|seed20260914,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|TRANSFORMER|seed20260914,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|TRANSFORMER|seed20260913,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|indoor_45_13_snapdragon|TRANSFORMER|seed20260912,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_13_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|TCN|seed20260912,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|TCN|seed20260914,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|TCN|seed20260913,TCN,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|TRANSFORMER|seed20260912,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|TRANSFORMER|seed20260913,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|indoor_45_14_snapdragon|TRANSFORMER|seed20260914,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,outdoor_forward_1_snapdragon",UZH_FPV,indoor_45_14_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|GRU|seed20260912,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|GRU|seed20260913,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|GRU|seed20260914,GRU,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|TRANSFORMER|seed20260912,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|TRANSFORMER|seed20260914,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
LORO|UZH|outdoor_forward_1_snapdragon|TRANSFORMER|seed20260913,TRANSFORMER,WITHIN_DOMAIN,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon",UZH_FPV,outdoor_forward_1_snapdragon,NO,PASS
TRANSFER_EUROC_TO_UZH_TCN_seed20260912,TCN,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_TCN_seed20260913,TCN,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_TCN_seed20260914,TCN,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_GRU_seed20260912,GRU,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_GRU_seed20260913,GRU,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_GRU_seed20260914,GRU,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_TRANSFORMER_seed20260912,TRANSFORMER,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_TRANSFORMER_seed20260913,TRANSFORMER,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_EUROC_TO_UZH_TRANSFORMER_seed20260914,TRANSFORMER,EUROC_TO_UZH,EUROC,"V1_01_easy,V1_02_medium,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",,,NO,PASS
TRANSFER_UZH_TO_EUROC_TCN_seed20260912,TCN,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_TCN_seed20260913,TCN,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_TCN_seed20260914,TCN,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_GRU_seed20260912,GRU,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_GRU_seed20260913,GRU,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_GRU_seed20260914,GRU,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_TRANSFORMER_seed20260912,TRANSFORMER,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_TRANSFORMER_seed20260913,TRANSFORMER,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
TRANSFER_UZH_TO_EUROC_TRANSFORMER_seed20260914,TRANSFORMER,UZH_TO_EUROC,UZH_FPV,"indoor_forward_6_snapdragon,indoor_forward_9_snapdragon,indoor_forward_10_snapdragon,indoor_45_2_snapdragon,indoor_45_4_snapdragon,indoor_45_13_snapdragon,indoor_45_14_snapdragon,outdoor_forward_1_snapdragon",,,NO,PASS
